sk_venta;sk_cliente;sk_producto;sk_empleado;sk_tiempo;sk_geografia_envio;sk_shipper;precio_unitario;cantidad;descuento;flete;monto_total;nk_orden_id
5078;236;223;23;19970507;396;14;36.00;10;0;66.69;360.00;10529
5079;245;171;21;19970508;367;14;39.00;40;0;339.22;1560.00;10530
5080;245;197;21;19970508;367;14;46.00;25;0;339.22;1150.00;10530
5081;245;215;21;19970508;367;14;28.50;20;0;339.22;570.00;10530
5082;245;230;21;19970508;367;14;18.00;50;0;339.22;900.00;10530
5083;240;213;25;19970508;374;13;55.00;2;0;8.12;110.00;10531
5084;205;184;25;19970509;304;15;25.89;15;0;74.46;388.35;10532
5085;205;220;25;19970509;304;15;17.00;24;0;74.46;408.00;10532
5086;210;158;26;19970512;414;13;22.00;50;0.05;188.04;1045.00;10533
5087;210;226;26;19970512;414;13;34.80;24;0;188.04;835.20;10533
5088;210;227;26;19970512;414;13;15.00;24;0.05;188.04;342.00;10533
5089;230;184;26;19970512;381;14;25.89;10;0;27.94;258.90;10534
5090;230;194;26;19970512;381;14;18.40;10;0.2;27.94;147.20;10534
5091;230;208;26;19970512;381;14;7.45;10;0.2;27.94;59.60;10534
5092;189;165;22;19970513;382;13;21.00;50;0.1;15.64;945.00;10535
5093;189;194;22;19970513;382;13;18.40;10;0.1;15.64;165.60;10535
5094;189;211;22;19970513;382;13;19.50;5;0.1;15.64;87.75;10535
5095;189;213;22;19970513;382;13;55.00;15;0.1;15.64;742.50;10535
5096;230;166;21;19970514;381;14;38.00;15;0.25;58.88;427.50;10536
5097;230;185;21;19970514;381;14;12.50;20;0;58.88;250.00;10536
5098;230;187;21;19970514;381;14;2.50;30;0;58.88;75.00;10536
5099;230;214;21;19970514;381;14;34.00;35;0.25;58.88;892.50;10536
5100;254;185;19;19970514;400;13;12.50;30;0;78.85;375.00;10537
5101;254;205;19;19970514;400;13;53.00;6;0;78.85;318.00;10537
5102;254;212;19;19970514;400;13;13.25;20;0;78.85;265.00;10537
5103;254;226;19;19970514;400;13;34.80;21;0;78.85;730.80;10537
5104;254;227;19;19970514;400;13;15.00;9;0;78.85;135.00;10537
5105;197;224;27;19970515;363;15;15.00;7;0;4.87;105.00;10538
5106;197;226;27;19970515;363;15;34.80;1;0;4.87;34.80;10538
5107;197;167;24;19970516;363;15;6.00;8;0;12.36;48.00;10539
5108;197;175;24;19970516;363;15;10.00;15;0;12.36;150.00;10539
5109;197;187;24;19970516;363;15;2.50;15;0;12.36;37.50;10539
5110;197;203;24;19970516;363;15;20.00;6;0;12.36;120.00;10539
5111;249;157;21;19970519;402;15;10.00;60;0;1007.64;600.00;10540
5112;249;180;21;19970519;402;15;31.23;40;0;1007.64;1249.20;10540
5113;249;192;21;19970519;402;15;263.50;30;0;1007.64;7905.00;10540
5114;249;222;21;19970519;402;15;12.50;35;0;1007.64;437.50;10540
5115;220;178;20;19970519;395;13;4.50;35;0.1;68.65;141.75;10541
5116;220;192;20;19970519;395;13;263.50;4;0.1;68.65;948.60;10541
5117;220;219;20;19970519;395;13;21.05;36;0.1;68.65;682.02;10541
5118;220;225;20;19970519;395;13;21.50;9;0.1;68.65;174.15;10541
5119;225;165;19;19970520;383;15;21.00;15;0.05;10.95;299.25;10542
5120;225;208;19;19970520;383;15;7.45;24;0.05;10.95;169.86;10542
5121;232;166;26;19970521;356;14;38.00;30;0.15;48.17;969.00;10543
5122;232;177;26;19970521;356;14;9.00;70;0.15;48.17;535.50;10543
5123;234;182;22;19970521;325;13;45.60;7;0;24.91;319.20;10544
5124;234;221;22;19970521;325;13;14.00;7;0;24.91;98.00;10544
5125;229;165;26;19970522;279;14;21.00;10;0;11.92;210.00;10545
5126;270;161;19;19970523;288;15;30.00;10;0;194.72;300.00;10546
5127;270;189;19;19970523;288;15;18.00;30;0;194.72;540.00;10546
5128;270;216;19;19970523;288;15;49.30;40;0;194.72;1972.00;10546
5129;258;186;21;19970523;328;14;32.00;24;0.15;178.43;652.80;10547
5130;258;190;21;19970523;328;14;19.00;60;0;178.43;1140.00;10547
5131;265;188;21;19970526;379;14;14.00;10;0.25;1.43;105.00;10548
5132;265;195;21;19970526;379;14;9.65;14;0;1.43;135.10;10548
5133;249;185;23;19970527;402;13;12.50;55;0.15;171.24;584.38;10549
5134;249;199;23;19970527;402;13;9.50;100;0.15;171.24;807.50;10549
5135;249;205;23;19970527;402;13;53.00;48;0.15;171.24;2162.40;10549
5136;216;171;25;19970528;352;15;39.00;8;0.1;4.32;280.80;10550
5137;216;173;25;19970528;352;15;9.20;10;0;4.32;92.00;10550
5138;216;175;25;19970528;352;15;10.00;6;0.1;4.32;54.00;10550
5139;216;215;25;19970528;352;15;28.50;10;0.1;4.32;256.50;10550
5140;214;170;22;19970528;375;15;17.45;40;0.15;72.95;593.30;10551
5141;214;189;22;19970528;375;15;18.00;20;0.15;72.95;306.00;10551
5142;214;198;22;19970528;375;15;19.45;40;0;72.95;778.00;10551
5143;221;223;20;19970529;355;13;36.00;18;0;83.22;648.00;10552
5144;221;229;20;19970529;355;13;7.75;30;0;83.22;232.50;10552
5145;273;165;20;19970530;404;14;21.00;15;0;149.49;315.00;10553
5146;273;170;20;19970530;404;14;17.45;14;0;149.49;244.30;10553
5147;273;176;20;19970530;404;14;21.00;24;0;149.49;504.00;10553
5148;273;185;20;19970530;404;14;12.50;30;0;149.49;375.00;10553
5149;273;189;20;19970530;404;14;18.00;6;0;149.49;108.00;10553
5150;242;170;22;19970530;384;15;17.45;30;0.05;120.97;497.33;10554
5151;242;177;22;19970530;384;15;9.00;20;0.05;120.97;171.00;10554
5152;242;216;22;19970530;384;15;49.30;20;0.05;120.97;936.70;10554
5153;242;231;22;19970530;384;15;13.00;10;0.05;120.97;123.50;10554
5154;257;168;24;19970602;286;15;23.25;30;0.2;252.49;558.00;10555
5155;257;173;24;19970602;286;15;9.20;35;0.2;252.49;257.60;10555
5156;257;178;24;19970602;286;15;4.50;18;0.2;252.49;64.80;10555
5157;257;205;24;19970602;286;15;53.00;20;0.2;252.49;848.00;10555
5158;257;210;24;19970602;286;15;38.00;40;0.2;252.49;1216.00;10555
5159;259;226;20;19970603;411;13;34.80;24;0;9.8;835.20;10556
5160;230;218;27;19970603;381;14;33.25;30;0;96.72;997.50;10557
5161;230;229;27;19970603;381;14;7.75;20;0;96.72;155.00;10557
5162;190;201;19;19970604;348;14;9.50;25;0;72.97;237.50;10558
5163;190;205;19;19970604;348;14;53.00;20;0;72.97;1060.00;10558
5164;190;206;19;19970604;348;14;7.00;30;0;72.97;210.00;10558
5165;190;207;19;19970604;348;14;32.80;18;0;72.97;590.40;10558
5166;190;227;19;19970604;348;14;15.00;3;0;72.97;45.00;10558
5167;193;195;24;19970605;294;13;9.65;12;0.05;8.05;110.01;10559
5168;193;209;24;19970605;294;13;24.00;18;0.05;8.05;410.40;10559
5169;211;184;26;19970606;345;13;25.89;20;0;36.65;517.80;10560
5170;211;216;26;19970606;345;13;49.30;15;0.25;36.65;554.63;10560
5171;210;198;20;19970606;414;14;19.45;10;0;242.21;194.50;10561
5172;210;205;20;19970606;414;14;53.00;50;0;242.21;2650.00;10561
5173;252;187;19;19970609;401;13;2.50;20;0.1;22.95;45.00;10562
5174;252;216;19;19970609;401;13;49.30;10;0.1;22.95;443.70;10562
5175;253;190;20;19970610;334;14;19.00;25;0;60.43;475.00;10563
5176;253;206;20;19970610;334;14;7.00;70;0;60.43;490.00;10563
5177;251;171;22;19970610;299;15;39.00;16;0.05;13.75;592.80;10564
5178;251;185;22;19970610;299;15;12.50;6;0.05;13.75;71.25;10564
5179;251;209;22;19970610;299;15;24.00;25;0.05;13.75;570.00;10564
5180;237;178;26;19970611;306;14;4.50;25;0.1;7.15;101.25;10565
5181;237;218;26;19970611;306;14;33.25;18;0.1;7.15;538.65;10565
5182;193;165;27;19970612;294;13;21.00;35;0.15;88.4;624.75;10566
5183;193;172;27;19970612;294;13;62.50;18;0.15;88.4;956.25;10566
5184;193;230;27;19970612;294;13;18.00;10;0;88.4;180.00;10566
5185;223;185;19;19970612;323;13;12.50;60;0.2;33.97;600.00;10567
5186;223;205;19;19970612;323;13;53.00;3;0;33.97;159.00;10567
5187;223;213;19;19970612;323;13;55.00;40;0.2;33.97;1760.00;10567
5188;215;164;21;19970613;389;15;31.00;5;0;6.54;155.00;10568
5189;215;164;21;19970613;390;15;31.00;5;0;6.54;155.00;10568
5190;251;185;23;19970616;299;13;12.50;35;0.2;58.98;350.00;10569
5191;251;230;23;19970616;299;13;18.00;30;0;58.98;540.00;10569
5192;237;165;21;19970617;306;15;21.00;15;0.05;188.99;299.25;10570
5193;237;210;21;19970617;306;15;38.00;60;0.05;188.99;2166.00;10570
5194;206;168;26;19970617;378;15;23.25;11;0.15;26.06;217.39;10571
5195;206;196;26;19970617;378;15;14.00;28;0.15;26.06;333.20;10571
5196;191;170;21;19970618;343;14;17.45;12;0.1;116.43;188.46;10572
5197;191;186;21;19970618;343;14;32.00;10;0.1;116.43;288.00;10572
5198;191;194;21;19970618;343;14;18.40;50;0;116.43;920.00;10572
5199;191;229;21;19970618;343;14;7.75;15;0.1;116.43;104.63;10572
5200;189;171;25;19970619;382;15;39.00;18;0;84.84;702.00;10573
5201;189;188;25;19970619;382;15;14.00;40;0;84.84;560.00;10573
5202;189;207;25;19970619;382;15;32.80;25;0;84.84;820.00;10573
5203;268;187;22;19970619;320;14;2.50;14;0;37.6;35.00;10574
5204;268;194;22;19970619;320;14;18.40;2;0;37.6;36.80;10574
5205;268;216;22;19970619;320;14;49.30;10;0;37.6;493.00;10574
5206;268;218;22;19970619;320;14;33.25;6;0;37.6;199.50;10574
5207;238;213;23;19970620;373;13;55.00;12;0;127.34;660.00;10575
5208;238;217;23;19970620;373;13;43.90;6;0;127.34;263.40;10575
5209;238;226;23;19970620;373;13;34.80;30;0;127.34;1044.00;10575
5210;238;230;23;19970620;373;13;18.00;10;0;127.34;180.00;10575
5211;266;155;21;19970623;339;15;18.00;10;0;18.56;180.00;10576
5212;266;185;21;19970623;339;15;12.50;20;0;18.56;250.00;10576
5213;266;198;21;19970623;339;15;19.45;21;0;18.56;408.45;10576
5214;268;193;27;19970623;320;14;18.00;10;0;25.41;180.00;10577
5215;268;229;27;19970623;320;14;7.75;20;0;25.41;155.00;10577
5216;268;231;27;19970623;320;14;13.00;18;0;25.41;234.00;10577
5217;197;189;22;19970624;363;15;18.00;20;0;29.6;360.00;10578
5218;197;211;22;19970624;363;15;19.50;6;0;29.6;117.00;10578
5219;231;169;19;19970625;324;14;15.50;10;0;13.73;155.00;10579
5220;231;229;19;19970625;324;14;7.75;21;0;13.73;162.75;10579
5221;242;168;22;19970626;384;15;23.25;15;0.05;75.89;331.31;10580
5222;242;195;22;19970626;384;15;9.65;9;0.05;75.89;82.51;10580
5223;242;219;22;19970626;384;15;21.05;30;0.05;75.89;599.93;10580
5224;207;229;21;19970626;391;13;7.75;50;0.2;3.01;310.00;10581
5225;192;211;21;19970627;364;14;19.50;4;0;27.71;78.00;10582
5226;192;230;21;19970627;364;14;18.00;14;0;27.71;252.00;10582
5227;273;183;20;19970630;404;14;123.79;10;0;7.28;1237.90;10583
5228;273;214;20;19970630;404;14;34.00;24;0.15;7.28;693.60;10583
5229;273;223;20;19970630;404;14;36.00;10;0.15;7.28;306.00;10583
5230;193;185;22;19970630;294;13;12.50;50;0.05;59.14;593.75;10584
5231;274;201;25;19970701;394;13;9.50;15;0;13.41;142.50;10585
5232;252;206;27;19970702;401;13;7.00;4;0.15;0.48;23.80;10586
5233;247;180;19;19970702;393;13;31.23;6;0;62.52;187.38;10587
5234;247;189;19;19970702;393;13;18.00;20;0;62.52;360.00;10587
5235;247;231;19;19970702;393;13;13.00;20;0;62.52;260.00;10587
5236;249;172;20;19970703;402;15;62.50;40;0.2;194.67;2000.00;10588
5237;249;196;20;19970703;402;15;14.00;100;0.2;194.67;1120.00;10588
5238;218;189;26;19970704;297;14;18.00;4;0;4.42;72.00;10589
5239;237;155;22;19970707;306;15;18.00;20;0;44.77;360.00;10590
5240;237;231;22;19970707;306;15;13.00;60;0.05;44.77;741.00;10590
5241;269;157;19;19970707;398;13;10.00;14;0;55.92;140.00;10591
5242;269;161;19;19970707;398;13;30.00;10;0;55.92;300.00;10591
5243;269;208;19;19970707;398;13;7.45;50;0;55.92;372.50;10591
5244;230;169;21;19970708;381;13;15.50;25;0.05;32.1;368.13;10592
5245;230;180;21;19970708;381;13;31.23;5;0.05;32.1;148.34;10592
5246;230;174;25;19970709;381;14;81.00;21;0.2;174.2;1360.80;10593
5247;230;223;25;19970709;381;14;36.00;20;0.2;174.2;576.00;10593
5248;230;230;25;19970709;381;14;18.00;4;0.2;174.2;57.60;10593
5249;241;206;21;19970709;298;14;7.00;24;0;5.24;168.00;10594
5250;241;212;21;19970709;298;14;13.25;30;0;5.24;397.50;10594
5251;206;189;20;19970710;378;13;18.00;30;0.25;96.78;405.00;10595
5252;206;215;20;19970710;378;13;28.50;120;0.25;96.78;2565.00;10595
5253;206;223;20;19970710;378;13;36.00;65;0.25;96.78;1755.00;10595
5254;275;210;26;19970711;278;13;38.00;5;0.2;16.34;152.00;10596
5255;275;217;26;19970711;278;13;43.90;24;0.2;16.34;842.88;10596
5256;275;229;26;19970711;278;13;7.75;30;0.2;16.34;186.00;10596
5257;245;178;25;19970711;367;15;4.50;35;0.2;35.12;126.00;10597
5258;245;211;25;19970711;367;15;19.50;20;0;35.12;390.00;10597
5259;245;219;25;19970711;367;15;21.05;12;0.2;35.12;202.08;10597
5260;251;181;19;19970714;299;15;43.90;50;0;44.42;2195.00;10598
5261;251;225;19;19970714;299;15;21.50;9;0;44.42;193.50;10598
5262;197;216;24;19970715;363;15;49.30;10;0;29.98;493.00;10599
5263;222;208;22;19970716;358;13;7.45;4;0;45.13;29.80;10600
5264;222;227;22;19970716;358;13;15.00;30;0;45.13;450.00;10600
5265;221;167;25;19970716;355;13;6.00;60;0;58.3;360.00;10601
5266;221;213;25;19970716;355;13;55.00;35;0;58.3;1925.00;10601
5267;269;231;26;19970717;398;14;13.00;5;0.25;2.92;48.75;10602
5268;257;176;26;19970718;286;14;21.00;48;0;48.77;1008.00;10603
5269;257;203;26;19970718;286;14;20.00;25;0.05;48.77;475.00;10603
5270;214;202;19;19970718;375;13;12.75;6;0.1;7.46;68.85;10604
5271;214;230;19;19970718;375;13;18.00;10;0.1;7.46;162.00;10604
5272;237;170;19;19970721;306;14;17.45;30;0.05;379.13;497.33;10605
5273;237;213;19;19970721;306;14;55.00;20;0.05;379.13;1045.00;10605
5274;237;214;19;19970721;306;14;34.00;70;0.05;379.13;2261.00;10605
5275;237;225;19;19970721;306;14;21.50;15;0.05;379.13;306.38;10605
5276;267;158;22;19970722;335;15;22.00;20;0.2;79.4;352.00;10606
5277;267;209;22;19970722;335;15;24.00;20;0.2;79.4;384.00;10606
5278;267;216;22;19970722;335;15;49.30;10;0.2;79.4;394.40;10606
5279;257;161;23;19970722;286;13;30.00;45;0;200.24;1350.00;10607
5280;257;171;23;19970722;286;13;39.00;100;0;200.24;3900.00;10607
5281;257;187;23;19970722;286;13;2.50;14;0;200.24;35.00;10607
5282;257;194;23;19970722;286;13;18.40;42;0;200.24;772.80;10607
5283;257;226;23;19970722;286;13;34.80;12;0;200.24;417.60;10607
5284;265;210;22;19970723;379;14;38.00;28;0;27.79;1064.00;10608
5285;204;155;25;19970724;316;14;18.00;3;0;1.85;54.00;10609
5286;204;164;25;19970724;316;14;31.00;10;0;1.85;310.00;10609
5287;204;175;25;19970724;316;14;10.00;6;0;1.85;60.00;10609
5288;227;190;26;19970725;277;13;19.00;21;0.25;26.78;299.25;10610
5289;277;155;24;19970725;413;14;18.00;6;0;80.65;108.00;10611
5290;277;156;24;19970725;413;14;19.00;10;0;80.65;190.00;10611
5291;277;214;24;19970725;413;14;34.00;15;0;80.65;510.00;10611
5292;257;164;19;19970728;286;14;31.00;70;0;544.08;2170.00;10612
5293;257;190;19;19970728;286;14;19.00;55;0;544.08;1045.00;10612
5294;257;203;19;19970728;286;14;20.00;18;0;544.08;360.00;10612
5295;257;214;19;19970728;286;14;34.00;40;0;544.08;1360.00;10612
5296;257;230;19;19970728;286;14;18.00;80;0;544.08;1440.00;10612
5297;221;167;22;19970729;355;14;6.00;8;0.1;8.11;43.20;10613
5298;221;229;22;19970729;355;14;7.75;40;0;8.11;310.00;10613
5299;192;165;26;19970729;364;15;21.00;14;0;1.93;294.00;10614
5300;192;175;26;19970729;364;15;10.00;8;0;1.93;80.00;10614
5301;192;193;26;19970729;364;15;18.00;5;0;1.93;90.00;10614
5302;276;209;20;19970730;377;15;24.00;5;0;0.75;120.00;10615
5303;218;192;19;19970731;297;14;263.50;15;0.05;116.53;3754.88;10616
5304;218;210;19;19970731;297;14;38.00;14;0;116.53;532.00;10616
5305;218;224;19;19970731;297;14;15.00;15;0.05;116.53;213.75;10616
5306;218;225;19;19970731;297;14;21.50;15;0.05;116.53;306.38;10616
5307;218;213;22;19970731;297;14;55.00;30;0.15;18.53;1402.50;10617
5308;237;160;19;19970801;306;13;25.00;70;0;154.68;1750.00;10618
5309;237;210;19;19970801;306;13;38.00;20;0;154.68;760.00;10618
5310;237;222;19;19970801;306;13;12.50;15;0;154.68;187.50;10618
5311;237;175;21;19970804;306;15;10.00;42;0;91.05;420.00;10619
5312;237;176;21;19970804;306;15;21.00;40;0;91.05;840.00;10619
5313;228;178;20;19970805;293;15;4.50;5;0;0.94;22.50;10620
5314;228;206;20;19970805;293;15;7.00;5;0;0.94;35.00;10620
5315;224;173;22;19970805;366;14;9.20;5;0;23.73;46.00;10621
5316;224;177;22;19970805;366;14;9.00;10;0;23.73;90.00;10621
5317;224;224;22;19970805;366;14;15.00;20;0;23.73;300.00;10621
5318;224;225;22;19970805;366;14;21.50;15;0;23.73;322.50;10621
5319;253;156;22;19970806;334;15;19.00;20;0;50.97;380.00;10622
5320;253;222;22;19970806;334;15;12.50;18;0.2;50.97;180.00;10622
5321;211;168;26;19970807;345;14;23.25;21;0;97.18;488.25;10623
5322;211;173;26;19970807;345;14;9.20;15;0.1;97.18;124.20;10623
5323;211;175;26;19970807;345;14;10.00;25;0.1;97.18;225.00;10623
5324;211;178;26;19970807;345;14;4.50;3;0;97.18;13.50;10623
5325;211;189;26;19970807;345;14;18.00;30;0.1;97.18;486.00;10623
5326;264;182;22;19970807;312;14;45.60;10;0;94.8;456.00;10624
5327;264;183;22;19970807;312;14;123.79;6;0;94.8;742.74;10624
5328;264;198;22;19970807;312;14;19.45;10;0;94.8;194.50;10624
5329;188;168;21;19970808;340;13;23.25;3;0;43.9;69.75;10625
5330;188;196;21;19970808;340;13;14.00;5;0;43.9;70.00;10625
5331;188;214;21;19970808;340;13;34.00;10;0;43.9;340.00;10625
5332;191;207;19;19970811;343;14;32.80;12;0;138.69;393.60;10626
5333;191;214;19;19970811;343;14;34.00;20;0;138.69;680.00;10626
5334;191;225;19;19970811;343;14;21.50;20;0;138.69;430.00;10626
5335;257;216;26;19970811;286;15;49.30;15;0;107.46;739.50;10627
5336;257;227;26;19970811;286;15;15.00;35;0.15;107.46;446.25;10627
5337;193;155;22;19970812;294;15;18.00;25;0;30.36;450.00;10628
5338;216;183;22;19970812;352;15;123.79;20;0;85.46;2475.80;10629
5339;216;218;22;19970812;352;15;33.25;9;0;85.46;299.25;10629
5340;225;209;19;19970813;383;14;24.00;12;0.05;32.35;273.60;10630
5341;225;230;19;19970813;383;14;18.00;35;0;32.35;630.00;10630
5342;227;229;26;19970814;277;13;7.75;8;0.1;0.87;55.80;10631
5343;272;156;26;19970814;331;13;19.00;30;0.05;41.38;541.50;10632
5344;272;187;26;19970814;331;13;2.50;20;0.05;41.38;47.50;10632
5345;206;166;25;19970815;378;15;38.00;36;0.15;477.9;1162.80;10633
5346;206;167;25;19970815;378;15;6.00;13;0.15;477.9;66.30;10633
5347;206;180;25;19970815;378;15;31.23;35;0.15;477.9;929.09;10633
5348;206;216;25;19970815;378;15;49.30;80;0.15;477.9;3352.40;10633
5349;209;161;22;19970815;285;15;30.00;35;0;487.38;1050.00;10634
5350;209;172;22;19970815;285;15;62.50;50;0;487.38;3125.00;10634
5351;209;205;22;19970815;285;15;53.00;15;0;487.38;795.00;10634
5352;209;229;22;19970815;285;15;7.75;2;0;487.38;15.50;10634
5353;235;158;26;19970818;407;15;22.00;10;0.1;47.46;198.00;10635
5354;235;159;26;19970818;407;15;21.35;15;0.1;47.46;288.23;10635
5355;235;176;26;19970818;407;15;21.00;40;0;47.46;840.00;10635
5356;273;158;22;19970819;404;13;22.00;25;0;1.15;550.00;10636
5357;273;212;22;19970819;404;13;13.25;6;0;1.15;79.50;10636
5358;248;165;24;19970819;332;13;21.00;10;0;201.29;210.00;10637
5359;248;204;24;19970819;332;13;16.25;25;0.05;201.29;385.94;10637
5360;248;210;24;19970819;332;13;38.00;60;0.05;201.29;2166.00;10637
5361;233;199;21;19970820;341;13;9.50;20;0;158.44;190.00;10638
5362;233;219;21;19970820;341;13;21.05;21;0;158.44;442.05;10638
5363;233;226;21;19970820;341;13;34.80;60;0;158.44;2088.00;10638
5364;256;172;25;19970820;361;15;62.50;8;0;38.64;500.00;10639
5365;272;223;22;19970821;331;13;36.00;20;0.25;23.55;540.00;10640
5366;272;224;22;19970821;331;13;15.00;15;0.25;23.55;168.75;10640
5367;221;156;22;19970822;355;14;19.00;50;0;179.61;950.00;10641
5368;221;194;22;19970822;355;14;18.40;60;0;179.61;1104.00;10641
5369;259;175;25;19970822;411;15;10.00;30;0.2;41.89;240.00;10642
5370;259;215;25;19970822;411;15;28.50;20;0.2;41.89;456.00;10642
5371;187;182;24;19970825;385;13;45.60;15;0.25;29.46;513.00;10643
5372;187;193;24;19970825;385;13;18.00;21;0.25;29.46;283.50;10643
5373;187;200;24;19970825;385;13;12.00;2;0.25;29.46;18.00;10643
5374;274;172;21;19970825;394;14;62.50;4;0.1;0.14;225.00;10644
5375;274;197;21;19970825;394;14;46.00;20;0;0.14;920.00;10644
5376;274;200;21;19970825;394;14;12.00;21;0.1;0.14;226.80;10644
5377;220;172;22;19970826;395;13;62.50;20;0;12.41;1250.00;10645
5378;220;190;22;19970826;395;13;19.00;15;0;12.41;285.00;10645
5379;223;155;27;19970827;323;15;18.00;15;0.25;142.33;202.50;10646
5380;223;164;27;19970827;323;15;31.00;18;0.25;142.33;418.50;10646
5381;223;225;27;19970827;323;15;21.50;30;0.25;142.33;483.75;10646
5382;223;231;27;19970827;323;15;13.00;35;0.25;142.33;341.25;10646
5383;247;173;22;19970827;393;14;9.20;30;0;45.54;276.00;10647
5384;247;193;22;19970827;393;14;18.00;20;0;45.54;360.00;10647
5385;253;176;23;19970828;334;14;21.00;15;0;14.25;315.00;10648
5386;253;178;23;19970828;334;14;4.50;15;0.15;14.25;57.38;10648
5387;236;182;23;19970828;396;15;45.60;20;0;6.2;912.00;10649
5388;236;226;23;19970828;396;15;34.80;15;0;6.2;522.00;10649
5389;207;184;23;19970829;391;15;25.89;30;0;176.81;776.70;10650
5390;207;207;23;19970829;391;15;32.80;25;0.05;176.81;779.00;10650
5391;207;208;23;19970829;391;15;7.45;30;0;176.81;223.50;10650
5392;272;173;26;19970901;331;14;9.20;12;0.25;20.6;82.80;10651
5393;272;176;26;19970901;331;14;21.00;20;0.25;20.6;315.00;10651
5394;217;184;22;19970901;333;14;25.89;2;0.25;7.14;38.84;10652
5395;217;196;22;19970901;333;14;14.00;20;0;7.14;280.00;10652
5396;211;170;19;19970902;345;13;17.45;30;0.1;93.25;471.15;10653
5397;211;214;19;19970902;345;13;34.00;20;0.1;93.25;612.00;10653
5398;191;158;23;19970902;343;13;22.00;12;0.1;55.26;237.60;10654
5399;191;193;23;19970902;343;13;18.00;20;0.1;55.26;324.00;10654
5400;191;208;23;19970902;343;13;7.45;6;0.1;55.26;40.23;10654
5401;252;195;19;19970903;401;14;9.65;20;0.2;4.41;154.40;10655
5402;218;168;24;19970904;297;13;23.25;3;0.1;57.15;62.78;10656
5403;218;198;24;19970904;297;13;19.45;28;0.1;57.15;490.14;10656
5404;218;201;24;19970904;297;13;9.50;6;0.1;57.15;51.30;10656
5405;257;169;20;19970904;286;14;15.50;50;0;352.69;775.00;10657
5406;257;195;20;19970904;286;14;9.65;24;0;352.69;231.60;10657
5407;257;200;20;19970904;286;14;12.00;45;0;352.69;540.00;10657
5408;257;201;20;19970904;286;14;9.50;10;0;352.69;95.00;10657
5409;257;210;20;19970904;286;14;38.00;45;0;352.69;1710.00;10657
5410;257;214;20;19970904;286;14;34.00;30;0;352.69;1020.00;10657
5411;249;175;22;19970905;402;13;10.00;60;0;364.15;600.00;10658
5412;249;194;22;19970905;402;13;18.40;70;0.05;364.15;1223.60;10658
5413;249;214;22;19970905;402;13;34.00;55;0.05;364.15;1776.50;10658
5414;249;231;22;19970905;402;13;13.00;70;0.05;364.15;864.50;10658
5415;248;185;25;19970905;332;14;12.50;20;0.05;105.81;237.50;10659
5416;248;194;25;19970905;332;14;18.40;24;0.05;105.81;419.52;10659
5417;248;224;25;19970905;332;14;15.00;40;0.05;105.81;570.00;10659
5418;222;174;26;19970908;358;13;81.00;21;0;111.29;1701.00;10660
5419;223;193;25;19970909;323;15;18.00;3;0.2;17.55;43.20;10661
5420;223;212;25;19970909;323;15;13.25;49;0.2;17.55;519.40;10661
5421;234;222;21;19970909;325;14;12.50;10;0;1.28;125.00;10662
5422;195;194;20;19970910;280;14;18.40;30;0.05;113.15;524.40;10663
5423;195;196;20;19970910;280;14;14.00;30;0.05;113.15;399.00;10663
5424;195;205;20;19970910;280;14;53.00;20;0.05;113.15;1007.00;10663
5425;214;164;19;19970910;375;15;31.00;24;0.15;1.27;632.40;10664
5426;214;210;19;19970910;375;15;38.00;12;0.15;1.27;387.60;10664
5427;214;219;19;19970910;375;15;21.05;15;0.15;1.27;268.39;10664
5428;234;205;19;19970911;325;14;53.00;20;0;26.31;1060.00;10665
5429;234;213;19;19970911;325;14;55.00;1;0;26.31;55.00;10665
5430;234;230;19;19970911;325;14;18.00;10;0;26.31;180.00;10665
5431;254;183;25;19970912;400;14;123.79;36;0;232.42;4456.44;10666
5432;254;219;25;19970912;400;14;21.05;10;0;232.42;210.50;10666
5433;206;223;25;19970912;378;13;36.00;45;0.2;78.09;1296.00;10667
5434;206;225;25;19970912;378;13;21.50;14;0.2;78.09;240.80;10667
5435;272;185;19;19970915;331;14;12.50;8;0.1;47.22;90.00;10668
5436;272;209;19;19970915;331;14;24.00;4;0.1;47.22;86.40;10668
5437;272;218;19;19970915;331;14;33.25;15;0.1;47.22;448.88;10668
5438;259;190;20;19970915;411;13;19.00;30;0;24.39;570.00;10669
5439;211;177;22;19970916;345;13;9.00;32;0;203.48;288.00;10670
5440;211;200;22;19970916;345;13;12.00;60;0;203.48;720.00;10670
5441;211;221;22;19970916;345;13;14.00;25;0;203.48;350.00;10670
5442;211;227;22;19970916;345;13;15.00;50;0;203.48;750.00;10670
5443;211;229;22;19970916;345;13;7.75;25;0;203.48;193.75;10670
5444;212;170;19;19970917;311;13;17.45;10;0;30.34;174.50;10671
5445;212;216;19;19970917;311;13;49.30;10;0;30.34;493.00;10671
5446;212;219;19;19970917;311;13;21.05;12;0;30.34;252.60;10671
5447;191;192;27;19970917;343;14;263.50;15;0.1;95.75;3557.25;10672
5448;191;225;27;19970917;343;14;21.50;12;0;95.75;258.00;10672
5449;276;170;20;19970918;377;13;17.45;3;0;22.76;52.35;10673
5450;276;196;20;19970918;377;13;14.00;6;0;22.76;84.00;10673
5451;276;197;20;19970918;377;13;46.00;6;0;22.76;276.00;10673
5452;224;177;22;19970918;366;14;9.00;5;0;0.9;45.00;10674
